MSOA11CD,MSOA11NM,ZonePfSH,LAD,DELTA Macrozone,DELTA FMA+B?,Proportions MSOA/Zones
E02004719,Eastleigh 008,229,Eastleigh,3,F,0.04577744
E02004719,Eastleigh 008,228,Eastleigh,3,F,0.00753740
E02004719,Eastleigh 008,227,Eastleigh,3,F,0.03578325
E02004719,Eastleigh 008,226,Eastleigh,3,F,0.17086161
E02004719,Eastleigh 008,225,Eastleigh,3,F,0.23843267
E02004719,Eastleigh 008,224,Eastleigh,3,F,0.17008004
E02004719,Eastleigh 008,223,Eastleigh,3,F,0.00000029
E02004719,Eastleigh 008,203,Eastleigh,3,F,0.00000007
E02004719,Eastleigh 008,883,Eastleigh,3,F,0.00811752
E02004719,Eastleigh 008,955,Eastleigh,3,F,0.14428419
E02004719,Eastleigh 008,925,Eastleigh,3,F,0.01353674
E02004719,Eastleigh 008,924,Eastleigh,3,F,0.00578096
E02004719,Eastleigh 008,923,Eastleigh,3,F,0.05991426
E02004719,Eastleigh 008,922,Eastleigh,3,F,0.05519060
E02004719,Eastleigh 008,921,Eastleigh,3,F,0.04470151
E02004720,Eastleigh 009,243,Eastleigh,3,F,0.00000034
E02004720,Eastleigh 009,231,Eastleigh,3,F,0.00000008
E02004720,Eastleigh 009,229,Eastleigh,3,F,0.00000003
E02004720,Eastleigh 009,224,Eastleigh,3,F,0.00000014
E02004720,Eastleigh 009,223,Eastleigh,3,F,0.34578327
E02004720,Eastleigh 009,222,Eastleigh,3,F,0.02660455
E02004720,Eastleigh 009,221,Eastleigh,3,F,0.05238891
E02004720,Eastleigh 009,220,Eastleigh,3,F,0.03565134
E02004720,Eastleigh 009,219,Eastleigh,3,F,0.05714402
E02004720,Eastleigh 009,218,Eastleigh,3,F,0.12316931
E02004720,Eastleigh 009,217,Eastleigh,3,F,0.00000024
E02004720,Eastleigh 009,210,Eastleigh,3,F,0.00000009
E02004720,Eastleigh 009,209,Eastleigh,3,F,0.00000003
E02004720,Eastleigh 009,207,Eastleigh,3,F,0.10222630
E02004720,Eastleigh 009,204,Eastleigh,3,F,0.00000006
E02004720,Eastleigh 009,203,Eastleigh,3,F,0.00000003
E02004720,Eastleigh 009,97,Eastleigh,3,F,0.00000004
E02004720,Eastleigh 009,96,Eastleigh,3,F,0.00000009
E02004720,Eastleigh 009,49,Eastleigh,3,F,0.00000017
E02004720,Eastleigh 009,48,Eastleigh,3,F,0.00000005
E02004720,Eastleigh 009,47,Eastleigh,3,F,0.00000004
E02004720,Eastleigh 009,46,Eastleigh,3,F,0.00000013
E02004720,Eastleigh 009,43,Eastleigh,3,F,0.00000003
E02004720,Eastleigh 009,888,Eastleigh,3,F,0.00000002
E02004720,Eastleigh 009,887,Eastleigh,3,F,0.00000004
E02004720,Eastleigh 009,883,Eastleigh,3,F,0.06120115
E02004720,Eastleigh 009,954,Eastleigh,3,F,0.13250584
E02004720,Eastleigh 009,953,Eastleigh,3,F,0.00000003
E02004720,Eastleigh 009,925,Eastleigh,3,F,0.00603494
E02004720,Eastleigh 009,924,Eastleigh,3,F,0.05728865
E02004720,Eastleigh 009,923,Eastleigh,3,F,0.00000005
E02004721,Eastleigh 010,383,Eastleigh,2,F,0.00000086
E02004721,Eastleigh 010,382,Eastleigh,2,F,0.00000032
E02004721,Eastleigh 010,381,Eastleigh,2,F,0.00000006
E02004721,Eastleigh 010,224,Eastleigh,3,F,0.00000013
E02004721,Eastleigh 010,223,Eastleigh,3,F,0.00000027
E02004721,Eastleigh 010,209,Eastleigh,3,F,0.00000007
E02004721,Eastleigh 010,208,Eastleigh,3,F,0.01240168
E02004721,Eastleigh 010,207,Eastleigh,3,F,0.05624615
E02004721,Eastleigh 010,206,Eastleigh,3,F,0.07174957
E02004721,Eastleigh 010,205,Eastleigh,3,F,0.05087733
E02004721,Eastleigh 010,204,Eastleigh,3,F,0.06347059
E02004721,Eastleigh 010,203,Eastleigh,3,F,0.28088092
E02004721,Eastleigh 010,202,Eastleigh,3,F,0.00000017
E02004721,Eastleigh 010,201,Eastleigh,3,F,0.07060975
E02004721,Eastleigh 010,886,Eastleigh,3,F,0.09632008
E02004721,Eastleigh 010,885,Eastleigh,3,F,0.15010722
E02004721,Eastleigh 010,964,Eastleigh,2,F,0.00004311
E02004721,Eastleigh 010,963,Eastleigh,2,F,0.00000010
E02004721,Eastleigh 010,962,Eastleigh,2,F,0.00000002
E02004721,Eastleigh 010,953,Eastleigh,3,F,0.10528423
E02004721,Eastleigh 010,935,Eastleigh,2,F,0.04200738
E02004722,Eastleigh 011,380,Eastleigh,2,F,0.00000045
E02004722,Eastleigh 011,363,Eastleigh,2,F,0.00018022
E02004722,Eastleigh 011,218,Eastleigh,3,F,0.00000002
E02004722,Eastleigh 011,216,Eastleigh,3,F,0.00000018
E02004722,Eastleigh 011,215,Eastleigh,3,F,0.00000006
E02004722,Eastleigh 011,214,Eastleigh,3,F,0.00000000
E02004722,Eastleigh 011,212,Eastleigh,3,F,0.00927311
E02004722,Eastleigh 011,211,Eastleigh,3,F,0.06202622
E02004722,Eastleigh 011,210,Eastleigh,3,F,0.03761051
E02004722,Eastleigh 011,209,Eastleigh,3,F,0.08273026
E02004722,Eastleigh 011,208,Eastleigh,3,F,0.03703457
E02004722,Eastleigh 011,207,Eastleigh,3,F,0.00000087
E02004722,Eastleigh 011,206,Eastleigh,3,F,0.03231597
E02004722,Eastleigh 011,203,Eastleigh,3,F,0.00000011
E02004722,Eastleigh 011,202,Eastleigh,3,F,0.11886925
E02004722,Eastleigh 011,201,Eastleigh,3,F,0.61991263
E02004722,Eastleigh 011,200,Eastleigh,3,F,0.00000022
E02004722,Eastleigh 011,886,Eastleigh,3,F,0.00004515
E02004722,Eastleigh 011,962,Eastleigh,2,F,0.00000022
E02004723,Eastleigh 012,365,Eastleigh,2,F,0.00006860
E02004723,Eastleigh 012,364,Eastleigh,2,F,0.00003980
E02004723,Eastleigh 012,363,Eastleigh,2,F,0.00010321
E02004723,Eastleigh 012,218,Eastleigh,3,F,0.00000020
E02004723,Eastleigh 012,217,Eastleigh,3,F,0.15503358
E02004723,Eastleigh 012,216,Eastleigh,3,F,0.06582089
E02004723,Eastleigh 012,215,Eastleigh,3,F,0.11740183
E02004723,Eastleigh 012,214,Eastleigh,3,F,0.09801733
E02004723,Eastleigh 012,213,Eastleigh,3,F,0.08609141
E02004723,Eastleigh 012,212,Eastleigh,3,F,0.06489609
E02004723,Eastleigh 012,211,Eastleigh,3,F,0.00000048
E02004723,Eastleigh 012,210,Eastleigh,3,F,0.08392547
E02004723,Eastleigh 012,209,Eastleigh,3,F,0.00000010
E02004723,Eastleigh 012,202,Eastleigh,3,F,0.00000051
E02004723,Eastleigh 012,201,Eastleigh,3,F,0.00003567
E02004723,Eastleigh 012,200,Eastleigh,3,F,0.23998722
E02004723,Eastleigh 012,199,Eastleigh,3,F,0.00000012
E02004723,Eastleigh 012,198,Eastleigh,3,F,0.00000021
E02004723,Eastleigh 012,197,Eastleigh,3,F,0.00161734
E02004723,Eastleigh 012,194,Eastleigh,3,F,0.00000015
E02004723,Eastleigh 012,926,Eastleigh,3,F,0.08695981
E02004724,Eastleigh 013,365,Eastleigh,2,F,0.00016487
E02004724,Eastleigh 013,218,Eastleigh,3,F,0.00000009
E02004724,Eastleigh 013,217,Eastleigh,3,F,0.04461490
E02004724,Eastleigh 013,214,Eastleigh,3,F,0.00000018
E02004724,Eastleigh 013,213,Eastleigh,3,F,0.00000012
E02004724,Eastleigh 013,200,Eastleigh,3,F,0.00000042
E02004724,Eastleigh 013,199,Eastleigh,3,F,0.08903188
E02004724,Eastleigh 013,198,Eastleigh,3,F,0.13730401
E02004724,Eastleigh 013,197,Eastleigh,3,F,0.13025549
E02004724,Eastleigh 013,196,Eastleigh,3,F,0.08042367
E02004724,Eastleigh 013,195,Eastleigh,3,F,0.19061348
E02004724,Eastleigh 013,194,Eastleigh,3,F,0.31157361
E02004724,Eastleigh 013,193,Eastleigh,3,F,0.00000012
E02004724,Eastleigh 013,192,Eastleigh,3,F,0.00000000
E02004724,Eastleigh 013,191,Eastleigh,3,F,0.00000022
E02004724,Eastleigh 013,43,Eastleigh,3,F,0.00000016
E02004724,Eastleigh 013,42,Eastleigh,3,F,0.00000018
E02004724,Eastleigh 013,41,Eastleigh,3,F,0.00000015
E02004724,Eastleigh 013,40,Eastleigh,3,F,0.00000000
E02004724,Eastleigh 013,39,Eastleigh,3,F,0.00000009
E02004724,Eastleigh 013,31,Eastleigh,3,F,0.00000036
E02004724,Eastleigh 013,929,Eastleigh,3,F,0.00000005
E02004724,Eastleigh 013,928,Eastleigh,3,F,0.00758891
E02004724,Eastleigh 013,927,Eastleigh,3,F,0.00000030
E02004724,Eastleigh 013,926,Eastleigh,3,F,0.00842674
E02004725,Eastleigh 014,194,Eastleigh,3,F,0.00000066
E02004725,Eastleigh 014,193,Eastleigh,3,F,0.70877638
E02004725,Eastleigh 014,192,Eastleigh,3,F,0.29104124
E02004725,Eastleigh 014,191,Eastleigh,3,F,0.00018101
E02004725,Eastleigh 014,31,Eastleigh,3,F,0.00000000
E02004725,Eastleigh 014,30,Eastleigh,3,F,0.00000035
E02004725,Eastleigh 014,25,Eastleigh,3,F,0.00000031
E02004725,Eastleigh 014,929,Eastleigh,3,F,0.00000004
E02004726,Eastleigh 015,195,Eastleigh,3,F,0.00354682
E02004726,Eastleigh 015,194,Eastleigh,3,F,0.00000045
E02004726,Eastleigh 015,193,Eastleigh,3,F,0.00000008
E02004726,Eastleigh 015,192,Eastleigh,3,F,0.04668305
E02004726,Eastleigh 015,191,Eastleigh,3,F,0.60565219
E02004726,Eastleigh 015,190,Eastleigh,3,F,0.07825065
E02004726,Eastleigh 015,189,Eastleigh,3,F,0.17524743
E02004726,Eastleigh 015,929,Eastleigh,3,F,0.01959785
E02004726,Eastleigh 015,927,Eastleigh,3,F,0.04315933
E02004726,Eastleigh 015,911,Eastleigh,3,F,0.02786214
E02004727,Fareham 001,380,Fareham,2,F,0.00000007
E02004727,Fareham 001,379,Fareham,2,F,0.00000024
E02004727,Fareham 001,377,Fareham,2,F,0.00000009
E02004727,Fareham 001,366,Fareham,2,F,0.28173058
E02004727,Fareham 001,365,Fareham,2,F,0.09676879
E02004727,Fareham 001,364,Fareham,2,F,0.15803611
E02004727,Fareham 001,363,Fareham,2,F,0.18865531
E02004727,Fareham 001,362,Fareham,2,F,0.04044500
E02004727,Fareham 001,361,Fareham,2,F,0.09498596
E02004727,Fareham 001,360,Fareham,2,F,0.00000004
E02004727,Fareham 001,359,Fareham,2,F,0.01395673
E02004727,Fareham 001,358,Fareham,2,F,0.07583056
E02004727,Fareham 001,356,Fareham,2,F,0.00000009
E02004727,Fareham 001,351,Fareham,2,F,0.00000055
E02004727,Fareham 001,201,Fareham,3,F,0.00010766
E02004727,Fareham 001,200,Fareham,3,F,0.00023113
E02004727,Fareham 001,197,Fareham,3,F,0.00003079
E02004727,Fareham 001,899,Fareham,2,F,0.00000737
E02004727,Fareham 001,958,Fareham,2,F,0.02379848
E02004727,Fareham 001,957,Fareham,2,F,0.02541446
E02004728,Fareham 002,377,Fareham,2,F,0.00000037
E02004728,Fareham 002,361,Fareham,2,F,0.00000030
E02004728,Fareham 002,360,Fareham,2,F,0.15101024
E02004728,Fareham 002,359,Fareham,2,F,0.08324041
E02004728,Fareham 002,358,Fareham,2,F,0.00000038
E02004728,Fareham 002,357,Fareham,2,F,0.08845080
E02004728,Fareham 002,356,Fareham,2,F,0.07218496
E02004728,Fareham 002,355,Fareham,2,F,0.01943403
E02004728,Fareham 002,351,Fareham,2,F,0.00000017
E02004728,Fareham 002,347,Fareham,2,F,0.00000014
E02004728,Fareham 002,345,Fareham,2,F,0.03056178
E02004728,Fareham 002,344,Fareham,2,F,0.03988371
E02004728,Fareham 002,343,Fareham,2,F,0.06265865
E02004728,Fareham 002,342,Fareham,2,F,0.10886194
E02004728,Fareham 002,341,Fareham,2,F,0.20973633
E02004728,Fareham 002,340,Fareham,2,F,0.13397542
E02004728,Fareham 002,339,Fareham,2,F,0.00000006
E02004728,Fareham 002,338,Fareham,2,F,0.00000013
E02004728,Fareham 002,957,Fareham,2,F,0.00000018
E02004729,Fareham 003,376,Fareham,2,F,0.00000076
E02004729,Fareham 003,320,Fareham,2,F,0.00000023
E02004729,Fareham 003,319,Fareham,2,F,0.00000060
E02004729,Fareham 003,318,Fareham,2,F,0.17809852
E02004729,Fareham 003,317,Fareham,2,F,0.52192727
E02004729,Fareham 003,316,Fareham,2,F,0.00000030
E02004729,Fareham 003,315,Fareham,2,F,0.15800268
E02004729,Fareham 003,314,Fareham,2,F,0.14196723
E02004729,Fareham 003,313,Fareham,2,F,0.00000058
E02004729,Fareham 003,312,Fareham,2,F,0.00000095
E02004729,Fareham 003,311,Fareham,2,F,0.00000068
E02004729,Fareham 003,309,Fareham,2,F,0.00000021
E02004730,Fareham 004,376,Fareham,2,F,0.00011833
E02004730,Fareham 004,375,Fareham,2,F,0.00001355
E02004730,Fareham 004,369,Fareham,2,F,0.00022553
E02004730,Fareham 004,322,Fareham,2,F,0.00000002
E02004730,Fareham 004,321,Fareham,2,F,0.00000012
E02004730,Fareham 004,320,Fareham,2,F,0.03209767
E02004730,Fareham 004,318,Fareham,2,F,0.00000010
E02004730,Fareham 004,317,Fareham,2,F,0.00000010
E02004730,Fareham 004,316,Fareham,2,F,0.07402631
E02004730,Fareham 004,315,Fareham,2,F,0.00576162
E02004730,Fareham 004,314,Fareham,2,F,0.00000012
E02004730,Fareham 004,313,Fareham,2,F,0.02312664
E02004730,Fareham 004,312,Fareham,2,F,0.01856897
E02004730,Fareham 004,311,Fareham,2,F,0.05680189
E02004730,Fareham 004,310,Fareham,2,F,0.01789481
E02004730,Fareham 004,309,Fareham,2,F,0.01038943
E02004730,Fareham 004,308,Fareham,2,F,0.00000001
E02004730,Fareham 004,307,Fareham,2,F,0.00000005
E02004730,Fareham 004,306,Fareham,2,F,0.00624444
E02004730,Fareham 004,305,Fareham,2,F,0.02249808
E02004730,Fareham 004,304,Fareham,2,F,0.01507880
E02004730,Fareham 004,302,Fareham,2,F,0.00000002
E02004730,Fareham 004,301,Fareham,2,F,0.41306798
E02004730,Fareham 004,300,Fareham,2,F,0.00000004
E02004730,Fareham 004,298,Fareham,2,F,0.00000002
E02004730,Fareham 004,295,Fareham,2,F,0.00000002
E02004730,Fareham 004,896,Fareham,2,F,0.01492562
E02004730,Fareham 004,895,Fareham,2,F,0.03882754
E02004730,Fareham 004,894,Fareham,2,F,0.02043679
E02004730,Fareham 004,893,Fareham,2,F,0.09357544
E02004730,Fareham 004,892,Fareham,2,F,0.01464396
E02004730,Fareham 004,891,Fareham,2,F,0.01951944
E02004730,Fareham 004,890,Fareham,2,F,0.01513207
E02004730,Fareham 004,889,Fareham,2,F,0.04715748
E02004730,Fareham 004,937,Fareham,2,F,0.02525607
E02004730,Fareham 004,936,Fareham,2,F,0.01461096
E02004731,Fareham 005,357,Fareham,2,F,0.02258753
E02004731,Fareham 005,356,Fareham,2,F,0.02413160
E02004731,Fareham 005,355,Fareham,2,F,0.16654542
E02004731,Fareham 005,354,Fareham,2,F,0.13399731
E02004731,Fareham 005,353,Fareham,2,F,0.11991135
E02004731,Fareham 005,352,Fareham,2,F,0.15304572
E02004731,Fareham 005,351,Fareham,2,F,0.00000020
E02004731,Fareham 005,349,Fareham,2,F,0.00000252
E02004731,Fareham 005,348,Fareham,2,F,0.30869051
E02004731,Fareham 005,346,Fareham,2,F,0.00000019
E02004731,Fareham 005,345,Fareham,2,F,0.00000000
E02004731,Fareham 005,344,Fareham,2,F,0.07108766
E02004732,Fareham 006,366,Fareham,2,F,0.00000048
E02004732,Fareham 006,358,Fareham,2,F,0.00000017
E02004732,Fareham 006,356,Fareham,2,F,0.00657496
E02004732,Fareham 006,355,Fareham,2,F,0.00000000
E02004732,Fareham 006,354,Fareham,2,F,0.00000001
E02004732,Fareham 006,353,Fareham,2,F,0.01288766
E02004732,Fareham 006,352,Fareham,2,F,0.07704390
E02004732,Fareham 006,351,Fareham,2,F,0.15941120
E02004732,Fareham 006,350,Fareham,2,F,0.06596776
E02004732,Fareham 006,349,Fareham,2,F,0.67811307
E02004732,Fareham 006,348,Fareham,2,F,0.00000034
E02004732,Fareham 006,346,Fareham,2,F,0.00000004
E02004732,Fareham 006,334,Fareham,2,F,0.00000042
E02004733,Fareham 007,377,Fareham,2,F,0.00000001
E02004733,Fareham 007,376,Fareham,2,F,0.00000003
E02004733,Fareham 007,355,Fareham,2,F,0.00000006
E02004733,Fareham 007,352,Fareham,2,F,0.00000000
E02004733,Fareham 007,349,Fareham,2,F,0.00004273
E02004733,Fareham 007,348,Fareham,2,F,0.02477727
E02004733,Fareham 007,347,Fareham,2,F,0.02525641
E02004733,Fareham 007,346,Fareham,2,F,0.03499180
E02004733,Fareham 007,345,Fareham,2,F,0.01485586
E02004733,Fareham 007,344,Fareham,2,F,0.00855784
E02004733,Fareham 007,342,Fareham,2,F,0.00004733
E02004733,Fareham 007,341,Fareham,2,F,0.00000005
E02004733,Fareham 007,340,Fareham,2,F,0.02454611
E02004733,Fareham 007,339,Fareham,2,F,0.08461969
E02004733,Fareham 007,338,Fareham,2,F,0.09304392
E02004733,Fareham 007,337,Fareham,2,F,0.00000028
E02004733,Fareham 007,336,Fareham,2,F,0.00000004
E02004733,Fareham 007,335,Fareham,2,F,0.00623879
E02004733,Fareham 007,334,Fareham,2,F,0.56632921
E02004733,Fareham 007,333,Fareham,2,F,0.00000016
E02004733,Fareham 007,330,Fareham,2,F,0.00000037
E02004733,Fareham 007,329,Fareham,2,F,0.02040198
E02004733,Fareham 007,325,Fareham,2,F,0.00000003
E02004733,Fareham 007,321,Fareham,2,F,0.00000000
E02004733,Fareham 007,319,Fareham,2,F,0.00000013
E02004733,Fareham 007,956,Fareham,2,F,0.05653865
E02004733,Fareham 007,919,Fareham,2,F,0.00010633
E02004733,Fareham 007,918,Fareham,2,F,0.03964491
E02004734,Fareham 008,465,Fareham,2,F,0.00000003
E02004734,Fareham 008,369,Fareham,2,F,0.00000022
E02004734,Fareham 008,323,Fareham,2,F,0.00000058
E02004734,Fareham 008,322,Fareham,2,F,0.01203371
E02004734,Fareham 008,310,Fareham,2,F,0.00000002
E02004734,Fareham 008,309,Fareham,2,F,0.00000005
E02004734,Fareham 008,308,Fareham,2,F,0.00000016
E02004734,Fareham 008,307,Fareham,2,F,0.05586762
E02004734,Fareham 008,306,Fareham,2,F,0.02602742
E02004734,Fareham 008,305,Fareham,2,F,0.00000015
E02004734,Fareham 008,304,Fareham,2,F,0.03681209
E02004734,Fareham 008,303,Fareham,2,F,0.04123019
E02004734,Fareham 008,302,Fareham,2,F,0.08889746
E02004734,Fareham 008,301,Fareham,2,F,0.00000037
E02004734,Fareham 008,300,Fareham,2,F,0.08088662
E02004734,Fareham 008,299,Fareham,2,F,0.07015259
E02004734,Fareham 008,298,Fareham,2,F,0.06004971
E02004734,Fareham 008,297,Fareham,2,F,0.08426586
E02004734,Fareham 008,296,Fareham,2,F,0.27686585
E02004734,Fareham 008,295,Fareham,2,F,0.12706456
E02004734,Fareham 008,294,Fareham,2,F,0.00000013
E02004734,Fareham 008,293,Fareham,2,F,0.00000002
E02004734,Fareham 008,291,Fareham,2,F,0.00000015
E02004734,Fareham 008,893,Fareham,2,F,0.00154695
E02004734,Fareham 008,938,Fareham,2,F,0.03829750
E02004735,Fareham 009,376,Fareham,2,F,0.00000001
E02004735,Fareham 009,339,Fareham,2,F,0.00000020
E02004735,Fareham 009,338,Fareham,2,F,0.00000220
E02004735,Fareham 009,337,Fareham,2,F,0.19779410
E02004735,Fareham 009,336,Fareham,2,F,0.10333629
E02004735,Fareham 009,335,Fareham,2,F,0.14039101
E02004735,Fareham 009,334,Fareham,2,F,0.00000011
E02004735,Fareham 009,322,Fareham,2,F,0.00000010
E02004735,Fareham 009,321,Fareham,2,F,0.22013743
E02004735,Fareham 009,320,Fareham,2,F,0.07954521
E02004735,Fareham 009,319,Fareham,2,F,0.25873174
E02004735,Fareham 009,318,Fareham,2,F,0.00000022
E02004735,Fareham 009,317,Fareham,2,F,0.00000040
E02004735,Fareham 009,956,Fareham,2,F,0.00000000
E02004735,Fareham 009,919,Fareham,2,F,0.00000025
E02004735,Fareham 009,918,Fareham,2,F,0.00006071
E02004736,Fareham 010,488,Fareham,2,F,0.00000004
E02004736,Fareham 010,487,Fareham,2,F,0.00000063
E02004736,Fareham 010,369,Fareham,2,F,0.00000072
E02004736,Fareham 010,296,Fareham,2,F,0.00000923
E02004736,Fareham 010,295,Fareham,2,F,0.12624706
E02004736,Fareham 010,294,Fareham,2,F,0.11694034
E02004736,Fareham 010,293,Fareham,2,F,0.23217723
E02004736,Fareham 010,292,Fareham,2,F,0.08941926
E02004736,Fareham 010,291,Fareham,2,F,0.23798712
E02004736,Fareham 010,290,Fareham,2,F,0.08346956
E02004736,Fareham 010,289,Fareham,2,F,0.00000043
E02004736,Fareham 010,288,Fareham,2,F,0.06677348
E02004736,Fareham 010,286,Fareham,2,F,0.00000001
E02004736,Fareham 010,938,Fareham,2,F,0.04697489
E02004737,Fareham 011,465,Fareham,2,F,0.00000006
E02004737,Fareham 011,326,Fareham,2,F,0.00000091
E02004737,Fareham 011,324,Fareham,2,F,0.18639857
E02004737,Fareham 011,323,Fareham,2,F,0.29585711
E02004737,Fareham 011,322,Fareham,2,F,0.20599692
E02004737,Fareham 011,321,Fareham,2,F,0.04949166
E02004737,Fareham 011,320,Fareham,2,F,0.00000033
E02004737,Fareham 011,313,Fareham,2,F,0.00000080
E02004737,Fareham 011,310,Fareham,2,F,0.00000016
E02004737,Fareham 011,309,Fareham,2,F,0.08178851
E02004737,Fareham 011,308,Fareham,2,F,0.06958579
E02004737,Fareham 011,307,Fareham,2,F,0.00000031
E02004737,Fareham 011,298,Fareham,2,F,0.08968347
E02004737,Fareham 011,297,Fareham,2,F,0.02025021
E02004737,Fareham 011,919,Fareham,2,F,0.00094518
E02004738,Fareham 012,488,Fareham,2,F,0.00000021
E02004738,Fareham 012,294,Fareham,2,F,0.07266281
E02004738,Fareham 012,293,Fareham,2,F,0.00000066
E02004738,Fareham 012,292,Fareham,2,F,0.00000134
E02004738,Fareham 012,291,Fareham,2,F,0.05528073
E02004738,Fareham 012,290,Fareham,2,F,0.04154840
E02004738,Fareham 012,289,Fareham,2,F,0.13065329
E02004738,Fareham 012,288,Fareham,2,F,0.22265583
E02004738,Fareham 012,287,Fareham,2,F,0.07226181
E02004738,Fareham 012,286,Fareham,2,F,0.40493460
E02004738,Fareham 012,587,Fareham,2,F,0.00000032
E02004739,Fareham 013,470,Fareham,2,F,0.00000011
E02004739,Fareham 013,467,Fareham,2,F,0.00000002
E02004739,Fareham 013,465,Fareham,2,F,0.00000017
E02004739,Fareham 013,464,Fareham,2,F,0.00000018
E02004739,Fareham 013,463,Fareham,2,F,0.00000008
E02004739,Fareham 013,462,Fareham,2,F,0.00000032
E02004739,Fareham 013,461,Fareham,2,F,0.00000028
E02004739,Fareham 013,332,Fareham,2,F,0.00852272
E02004739,Fareham 013,331,Fareham,2,F,0.00000005
E02004739,Fareham 013,330,Fareham,2,F,0.00473552
E02004739,Fareham 013,329,Fareham,2,F,0.06821185
E02004739,Fareham 013,328,Fareham,2,F,0.07019476
E02004739,Fareham 013,327,Fareham,2,F,0.08505213
E02004739,Fareham 013,326,Fareham,2,F,0.39733565
E02004739,Fareham 013,325,Fareham,2,F,0.07198997
E02004739,Fareham 013,324,Fareham,2,F,0.00000023
E02004739,Fareham 013,323,Fareham,2,F,0.00000018
E02004739,Fareham 013,321,Fareham,2,F,0.00000011
E02004739,Fareham 013,956,Fareham,2,F,0.11310830
E02004739,Fareham 013,919,Fareham,2,F,0.08005551
E02004739,Fareham 013,918,Fareham,2,F,0.00000159
E02004739,Fareham 013,906,Fareham,2,F,0.02820892
E02004739,Fareham 013,905,Fareham,2,F,0.00025157
E02004739,Fareham 013,904,Fareham,2,F,0.07232980
E02004740,Fareham 014,467,Fareham,2,F,0.00000000
E02004740,Fareham 014,334,Fareham,2,F,0.00000095
E02004740,Fareham 014,333,Fareham,2,F,0.37807580
E02004740,Fareham 014,332,Fareham,2,F,0.13683380
E02004740,Fareham 014,331,Fareham,2,F,0.10852844
E02004740,Fareham 014,330,Fareham,2,F,0.36109612
E02004740,Fareham 014,329,Fareham,2,F,0.00000079
E02004740,Fareham 014,328,Fareham,2,F,0.00905195
E02004740,Fareham 014,327,Fareham,2,F,0.00000015
E02004740,Fareham 014,906,Fareham,2,F,0.00637999
E02004740,Fareham 014,905,Fareham,2,F,0.00003202
E02004741,Gosport 001,466,Gosport,2,F,0.25248060
E02004741,Gosport 001,465,Gosport,2,F,0.11627138
E02004741,Gosport 001,464,Gosport,2,F,0.20412880
E02004741,Gosport 001,463,Gosport,2,F,0.05260405
E02004741,Gosport 001,462,Gosport,2,F,0.12212648
E02004741,Gosport 001,461,Gosport,2,F,0.00000509
E02004741,Gosport 001,457,Gosport,2,F,0.00000078
E02004741,Gosport 001,455,Gosport,2,F,0.12181662
E02004741,Gosport 001,454,Gosport,2,F,0.13056278
E02004741,Gosport 001,453,Gosport,2,F,0.00000174
E02004741,Gosport 001,326,Gosport,2,F,0.00000161
E02004741,Gosport 001,323,Gosport,2,F,0.00000005
E02004741,Gosport 001,297,Gosport,2,F,0.00000001
E02004742,Gosport 002,466,Gosport,2,F,0.00006185
E02004742,Gosport 002,464,Gosport,2,F,0.00000013
E02004742,Gosport 002,463,Gosport,2,F,0.06970550
E02004742,Gosport 002,462,Gosport,2,F,0.00000747
E02004742,Gosport 002,461,Gosport,2,F,0.03246702
E02004742,Gosport 002,460,Gosport,2,F,0.00000001
E02004742,Gosport 002,459,Gosport,2,F,0.03351077
E02004742,Gosport 002,458,Gosport,2,F,0.05553755
E02004742,Gosport 002,457,Gosport,2,F,0.15563394
E02004742,Gosport 002,456,Gosport,2,F,0.07655340
E02004742,Gosport 002,455,Gosport,2,F,0.03060496
E02004742,Gosport 002,454,Gosport,2,F,0.00000119
E02004742,Gosport 002,453,Gosport,2,F,0.54591548
E02004742,Gosport 002,452,Gosport,2,F,0.00000074
E02004743,Gosport 003,480,Gosport,2,F,0.00000004
E02004743,Gosport 003,478,Gosport,2,F,0.00000020
E02004743,Gosport 003,473,Gosport,2,F,0.00000024
E02004743,Gosport 003,459,Gosport,2,F,0.00000069
E02004743,Gosport 003,456,Gosport,2,F,0.00000031
E02004743,Gosport 003,453,Gosport,2,F,0.00000043
E02004743,Gosport 003,452,Gosport,2,F,0.56295362
E02004743,Gosport 003,451,Gosport,2,F,0.06150452
E02004743,Gosport 003,450,Gosport,2,F,0.11539640
E02004743,Gosport 003,449,Gosport,2,F,0.04109156
E02004743,Gosport 003,448,Gosport,2,F,0.15656854
E02004743,Gosport 003,447,Gosport,2,F,0.06247887
E02004743,Gosport 003,446,Gosport,2,F,0.00000457
E02004744,Gosport 004,486,Gosport,2,F,0.00000004
E02004744,Gosport 004,475,Gosport,2,F,0.00000078
E02004744,Gosport 004,474,Gosport,2,F,0.00000044
E02004744,Gosport 004,473,Gosport,2,F,0.00000026
E02004744,Gosport 004,472,Gosport,2,F,0.15281189
E02004744,Gosport 004,471,Gosport,2,F,0.33399373
E02004744,Gosport 004,470,Gosport,2,F,0.00000494
E02004744,Gosport 004,462,Gosport,2,F,0.00000043
E02004744,Gosport 004,461,Gosport,2,F,0.15925625
E02004744,Gosport 004,460,Gosport,2,F,0.23539652
E02004744,Gosport 004,459,Gosport,2,F,0.06090723
E02004744,Gosport 004,458,Gosport,2,F,0.05762633
E02004744,Gosport 004,457,Gosport,2,F,0.00000027
