MSOA11CD,MSOA11NM,ZonePfSH,LAD,DELTA Macrozone,DELTA FMA+B?,Proportions MSOA/Zones
E02004744,Gosport 004,452,Gosport,2,F,0.00000011
E02004744,Gosport 004,326,Gosport,2,F,0.00000064
E02004744,Gosport 004,951,Gosport,2,F,0.00000013
E02004745,Gosport 005,482,Gosport,2,F,0.00000079
E02004745,Gosport 005,481,Gosport,2,F,0.00035764
E02004745,Gosport 005,480,Gosport,2,F,0.14680168
E02004745,Gosport 005,479,Gosport,2,F,0.16555343
E02004745,Gosport 005,478,Gosport,2,F,0.10532176
E02004745,Gosport 005,477,Gosport,2,F,0.00000032
E02004745,Gosport 005,476,Gosport,2,F,0.00000006
E02004745,Gosport 005,473,Gosport,2,F,0.00000018
E02004745,Gosport 005,450,Gosport,2,F,0.00000033
E02004745,Gosport 005,449,Gosport,2,F,0.12557814
E02004745,Gosport 005,448,Gosport,2,F,0.07310512
E02004745,Gosport 005,447,Gosport,2,F,0.00000011
E02004745,Gosport 005,446,Gosport,2,F,0.38255765
E02004745,Gosport 005,445,Gosport,2,F,0.00072278
E02004746,Gosport 006,486,Gosport,2,F,0.00000018
E02004746,Gosport 006,471,Gosport,2,F,0.00000091
E02004746,Gosport 006,470,Gosport,2,F,0.50390335
E02004746,Gosport 006,469,Gosport,2,F,0.23330445
E02004746,Gosport 006,468,Gosport,2,F,0.06669221
E02004746,Gosport 006,467,Gosport,2,F,0.12151461
E02004746,Gosport 006,461,Gosport,2,F,0.00000009
E02004746,Gosport 006,460,Gosport,2,F,0.00000017
E02004746,Gosport 006,332,Gosport,2,F,0.00000012
E02004746,Gosport 006,327,Gosport,2,F,0.00011515
E02004746,Gosport 006,326,Gosport,2,F,0.00000007
E02004746,Gosport 006,905,Gosport,2,F,0.07440307
E02004746,Gosport 006,904,Gosport,2,F,0.00006562
E02004747,Gosport 007,486,Gosport,2,F,0.00000022
E02004747,Gosport 007,484,Gosport,2,F,0.00000093
E02004747,Gosport 007,483,Gosport,2,F,0.00000055
E02004747,Gosport 007,482,Gosport,2,F,0.08740087
E02004747,Gosport 007,481,Gosport,2,F,0.00000000
E02004747,Gosport 007,479,Gosport,2,F,0.01171997
E02004747,Gosport 007,478,Gosport,2,F,0.04268957
E02004747,Gosport 007,477,Gosport,2,F,0.10562028
E02004747,Gosport 007,476,Gosport,2,F,0.16999453
E02004747,Gosport 007,475,Gosport,2,F,0.30244064
E02004747,Gosport 007,474,Gosport,2,F,0.13521460
E02004747,Gosport 007,473,Gosport,2,F,0.07859759
E02004747,Gosport 007,472,Gosport,2,F,0.00000049
E02004747,Gosport 007,471,Gosport,2,F,0.00000062
E02004747,Gosport 007,459,Gosport,2,F,0.00000024
E02004747,Gosport 007,452,Gosport,2,F,0.00000007
E02004747,Gosport 007,450,Gosport,2,F,0.00000027
E02004747,Gosport 007,951,Gosport,2,F,0.06631855
E02004748,Gosport 008,483,Gosport,2,F,0.00000012
E02004748,Gosport 008,482,Gosport,2,F,0.04607327
E02004748,Gosport 008,481,Gosport,2,F,0.11643126
E02004748,Gosport 008,480,Gosport,2,F,0.05579893
E02004748,Gosport 008,479,Gosport,2,F,0.00000017
E02004748,Gosport 008,446,Gosport,2,F,0.00000000
E02004748,Gosport 008,445,Gosport,2,F,0.25280316
E02004748,Gosport 008,444,Gosport,2,F,0.11540796
E02004748,Gosport 008,443,Gosport,2,F,0.25349537
E02004748,Gosport 008,442,Gosport,2,F,0.14245119
E02004748,Gosport 008,441,Gosport,2,F,0.01753844
E02004748,Gosport 008,440,Gosport,2,F,0.00000013
E02004749,Gosport 009,486,Gosport,2,F,0.27801870
E02004749,Gosport 009,485,Gosport,2,F,0.38927283
E02004749,Gosport 009,484,Gosport,2,F,0.21297347
E02004749,Gosport 009,483,Gosport,2,F,0.04421003
E02004749,Gosport 009,476,Gosport,2,F,0.00000113
E02004749,Gosport 009,475,Gosport,2,F,0.00000059
E02004749,Gosport 009,471,Gosport,2,F,0.00000016
E02004749,Gosport 009,470,Gosport,2,F,0.00000009
E02004749,Gosport 009,469,Gosport,2,F,0.00000320
E02004749,Gosport 009,440,Gosport,2,F,0.07551904
E02004749,Gosport 009,439,Gosport,2,F,0.00000035
E02004749,Gosport 009,437,Gosport,2,F,0.00000043
E02004750,Gosport 010,485,Gosport,2,F,0.00000026
E02004750,Gosport 010,484,Gosport,2,F,0.00000001
E02004750,Gosport 010,483,Gosport,2,F,0.07023785
E02004750,Gosport 010,482,Gosport,2,F,0.02143061
E02004750,Gosport 010,481,Gosport,2,F,0.00000010
E02004750,Gosport 010,476,Gosport,2,F,0.00000011
E02004750,Gosport 010,445,Gosport,2,F,0.00000002
E02004750,Gosport 010,444,Gosport,2,F,0.02893850
E02004750,Gosport 010,443,Gosport,2,F,0.00006236
E02004750,Gosport 010,442,Gosport,2,F,0.00409070
E02004750,Gosport 010,441,Gosport,2,F,0.05628838
E02004750,Gosport 010,440,Gosport,2,F,0.06510028
E02004750,Gosport 010,439,Gosport,2,F,0.18149853
E02004750,Gosport 010,438,Gosport,2,F,0.27104586
E02004750,Gosport 010,437,Gosport,2,F,0.30130643
E02004754,Hart 004,839,Hart,5,B,0.00000010
E02004756,Hart 006,839,Hart,5,B,0.00000009
E02004756,Hart 006,838,Hart,5,B,0.00000050
E02004760,Hart 010,836,Hart,13,B,0.00000002
E02004760,Hart 010,835,Hart,13,B,0.00000012
E02004761,Hart 011,838,Hart,5,B,0.00000017
E02004761,Hart 011,837,Hart,13,B,0.00000027
E02004761,Hart 011,836,Hart,13,B,0.00000026
E02004764,Havant 003,370,Havant,2,F,0.00000051
E02004764,Havant 003,901,Havant,2,F,0.00039102
E02004764,Havant 003,961,Havant,2,F,0.00000065
E02004764,Havant 003,639,Havant,2,F,0.00000070
E02004764,Havant 003,637,Havant,2,F,0.07186603
E02004764,Havant 003,636,Havant,2,F,0.28911267
E02004764,Havant 003,635,Havant,2,F,0.28150987
E02004764,Havant 003,634,Havant,2,F,0.14557340
E02004764,Havant 003,633,Havant,2,F,0.21154394
E02004764,Havant 003,632,Havant,2,F,0.00000094
E02004764,Havant 003,628,Havant,2,F,0.00000006
E02004764,Havant 003,627,Havant,2,F,0.00000021
E02004765,Havant 004,642,Havant,2,F,0.00000037
E02004765,Havant 004,641,Havant,2,F,0.00000032
E02004765,Havant 004,639,Havant,2,F,0.00000098
E02004765,Havant 004,638,Havant,2,F,0.22799013
E02004765,Havant 004,637,Havant,2,F,0.17932872
E02004765,Havant 004,636,Havant,2,F,0.00000039
E02004765,Havant 004,633,Havant,2,F,0.00000059
E02004765,Havant 004,628,Havant,2,F,0.00000058
E02004765,Havant 004,627,Havant,2,F,0.59267683
E02004765,Havant 004,626,Havant,2,F,0.00000070
E02004765,Havant 004,623,Havant,2,F,0.00000040
E02004766,Havant 005,902,Havant,2,F,0.00039069
E02004766,Havant 005,901,Havant,2,F,0.00000016
E02004766,Havant 005,900,Havant,2,F,0.12053571
E02004766,Havant 005,903,Havant,2,F,0.00021717
E02004766,Havant 005,644,Havant,2,F,0.12736556
E02004766,Havant 005,643,Havant,2,F,0.00000070
E02004766,Havant 005,641,Havant,2,F,0.00000088
E02004766,Havant 005,640,Havant,2,F,0.42518423
E02004766,Havant 005,639,Havant,2,F,0.29874987
E02004766,Havant 005,638,Havant,2,F,0.00000133
E02004766,Havant 005,637,Havant,2,F,0.02755357
E02004766,Havant 005,636,Havant,2,F,0.00000014
E02004767,Havant 006,882,Havant,2,F,0.01773746
E02004767,Havant 006,881,Havant,2,F,0.06991825
E02004767,Havant 006,965,Havant,2,F,0.00000024
E02004767,Havant 006,642,Havant,2,F,0.00000010
E02004767,Havant 006,628,Havant,2,F,0.00000001
E02004767,Havant 006,627,Havant,2,F,0.00000080
E02004767,Havant 006,626,Havant,2,F,0.27501478
E02004767,Havant 006,625,Havant,2,F,0.13985904
E02004767,Havant 006,624,Havant,2,F,0.00000004
E02004767,Havant 006,623,Havant,2,F,0.49746807
E02004767,Havant 006,622,Havant,2,F,0.00000073
E02004767,Havant 006,601,Havant,2,F,0.00000005
E02004767,Havant 006,600,Havant,2,F,0.00000043
E02004768,Havant 007,646,Havant,2,F,0.00000026
E02004768,Havant 007,644,Havant,2,F,0.00000026
E02004768,Havant 007,643,Havant,2,F,0.32036535
E02004768,Havant 007,642,Havant,2,F,0.38200617
E02004768,Havant 007,641,Havant,2,F,0.25874496
E02004768,Havant 007,640,Havant,2,F,0.03888029
E02004768,Havant 007,639,Havant,2,F,0.00000050
E02004768,Havant 007,638,Havant,2,F,0.00000031
E02004768,Havant 007,627,Havant,2,F,0.00000056
E02004768,Havant 007,626,Havant,2,F,0.00000027
E02004768,Havant 007,600,Havant,2,F,0.00000106
E02004769,Havant 008,647,Havant,2,F,0.00000070
E02004769,Havant 008,626,Havant,2,F,0.03464205
E02004769,Havant 008,624,Havant,2,F,0.07449974
E02004769,Havant 008,623,Havant,2,F,0.01639681
E02004769,Havant 008,622,Havant,2,F,0.60515826
E02004769,Havant 008,621,Havant,2,F,0.12801310
E02004769,Havant 008,620,Havant,2,F,0.00000021
E02004769,Havant 008,619,Havant,2,F,0.14128911
E02004769,Havant 008,618,Havant,2,F,0.00000001
E02004769,Havant 008,616,Havant,2,F,0.00000000
E02004770,Havant 009,647,Havant,2,F,0.00000230
E02004770,Havant 009,621,Havant,2,F,0.00000024
E02004770,Havant 009,620,Havant,2,F,0.00000040
E02004770,Havant 009,619,Havant,2,F,0.25233111
E02004770,Havant 009,618,Havant,2,F,0.17062055
E02004770,Havant 009,617,Havant,2,F,0.30028580
E02004770,Havant 009,616,Havant,2,F,0.27585966
E02004770,Havant 009,609,Havant,2,F,0.00000020
E02004770,Havant 009,608,Havant,2,F,0.00089923
E02004770,Havant 009,607,Havant,2,F,0.00000024
E02004770,Havant 009,603,Havant,2,F,0.00000028
E02004771,Havant 010,626,Havant,2,F,0.00000100
E02004771,Havant 010,625,Havant,2,F,0.07287701
E02004771,Havant 010,624,Havant,2,F,0.17308323
E02004771,Havant 010,622,Havant,2,F,0.00000005
E02004771,Havant 010,621,Havant,2,F,0.13841189
E02004771,Havant 010,620,Havant,2,F,0.29916732
E02004771,Havant 010,618,Havant,2,F,0.00000061
E02004771,Havant 010,603,Havant,2,F,0.03355932
E02004771,Havant 010,602,Havant,2,F,0.12862189
E02004771,Havant 010,601,Havant,2,F,0.15427731
E02004771,Havant 010,599,Havant,2,F,0.00000037
E02004772,Havant 011,570,Havant,2,F,0.00000017
E02004772,Havant 011,564,Havant,2,F,0.00000043
E02004772,Havant 011,563,Havant,2,F,0.00000029
E02004772,Havant 011,369,Havant,2,F,0.00000066
E02004772,Havant 011,900,Havant,2,F,0.00000027
E02004772,Havant 011,903,Havant,2,F,0.00013880
E02004772,Havant 011,646,Havant,2,F,0.42480767
E02004772,Havant 011,645,Havant,2,F,0.34779632
E02004772,Havant 011,644,Havant,2,F,0.10216185
E02004772,Havant 011,643,Havant,2,F,0.11444060
E02004772,Havant 011,640,Havant,2,F,0.01065205
E02004772,Havant 011,600,Havant,2,F,0.00000053
E02004772,Havant 011,599,Havant,2,F,0.00000007
E02004772,Havant 011,598,Havant,2,F,0.00000030
E02004774,Havant 013,647,Havant,2,F,0.00000028
E02004774,Havant 013,791,Havant,7,F,0.00000077
E02004774,Havant 013,786,Havant,7,F,0.00000025
E02004774,Havant 013,615,Havant,7,F,0.33707629
E02004774,Havant 013,614,Havant,7,F,0.25146435
E02004774,Havant 013,613,Havant,7,F,0.19901257
E02004774,Havant 013,612,Havant,7,F,0.21244454
E02004774,Havant 013,611,Havant,2,F,0.00000051
E02004774,Havant 013,609,Havant,2,F,0.00000043
E02004775,Havant 014,647,Havant,2,F,0.00000011
E02004775,Havant 014,618,Havant,2,F,0.00000007
E02004775,Havant 014,617,Havant,2,F,0.00000034
E02004775,Havant 014,615,Havant,7,F,0.00000030
E02004775,Havant 014,614,Havant,7,F,0.00000195
E02004775,Havant 014,612,Havant,7,F,0.00000082
E02004775,Havant 014,611,Havant,2,F,0.16744114
E02004775,Havant 014,610,Havant,2,F,0.07189493
E02004775,Havant 014,609,Havant,2,F,0.14813653
E02004775,Havant 014,608,Havant,2,F,0.13002635
E02004775,Havant 014,607,Havant,2,F,0.02338256
E02004775,Havant 014,606,Havant,2,F,0.09574535
E02004775,Havant 014,605,Havant,2,F,0.22918739
E02004775,Havant 014,604,Havant,2,F,0.06859328
E02004775,Havant 014,603,Havant,2,F,0.06558835
E02004775,Havant 014,602,Havant,2,F,0.00000025
E02004775,Havant 014,599,Havant,2,F,0.00000023
E02004775,Havant 014,598,Havant,2,F,0.00000004
E02004776,Havant 015,597,Havant,2,F,0.23149257
E02004776,Havant 015,596,Havant,2,F,0.09253150
E02004776,Havant 015,595,Havant,2,F,0.00000038
E02004776,Havant 015,594,Havant,2,F,0.04830269
E02004776,Havant 015,593,Havant,2,F,0.62767284
E02004776,Havant 015,592,Havant,2,F,0.00000002
E02004777,Havant 016,597,Havant,2,F,0.30661932
E02004777,Havant 016,596,Havant,2,F,0.12475092
E02004777,Havant 016,595,Havant,2,F,0.43128670
E02004777,Havant 016,594,Havant,2,F,0.00000004
E02004777,Havant 016,592,Havant,2,F,0.13734273
E02004777,Havant 016,591,Havant,2,F,0.00000030
E02004778,Havant 017,596,Havant,2,F,0.00000025
E02004778,Havant 017,595,Havant,2,F,0.12291062
E02004778,Havant 017,594,Havant,2,F,0.15189948
E02004778,Havant 017,593,Havant,2,F,0.00000064
E02004778,Havant 017,592,Havant,2,F,0.29518889
E02004778,Havant 017,591,Havant,2,F,0.43000011
E02004779,New Forest 001,849,New Forest,11,B,0.00008555
E02004779,New Forest 001,848,New Forest,11,B,0.99991415
E02004779,New Forest 001,847,New Forest,10,B,0.00000008
E02004779,New Forest 001,846,New Forest,12,B,0.00000016
E02004779,New Forest 001,817,New Forest,3,F,0.00000006
E02004780,New Forest 002,187,New Forest,3,F,0.07497527
E02004780,New Forest 002,186,New Forest,3,F,0.12041648
E02004780,New Forest 002,185,New Forest,3,F,0.00000019
E02004780,New Forest 002,184,New Forest,3,F,0.15190691
E02004780,New Forest 002,183,New Forest,3,F,0.29048940
E02004780,New Forest 002,182,New Forest,3,F,0.19469992
E02004780,New Forest 002,181,New Forest,3,F,0.00000006
E02004780,New Forest 002,180,New Forest,3,F,0.00000042
E02004780,New Forest 002,179,New Forest,3,F,0.16750998
E02004780,New Forest 002,178,New Forest,3,F,0.00000136
E02004781,New Forest 003,276,New Forest,3,F,0.00000066
E02004781,New Forest 003,188,New Forest,3,F,0.00000124
E02004781,New Forest 003,187,New Forest,3,F,0.18482409
E02004781,New Forest 003,186,New Forest,3,F,0.08084836
E02004781,New Forest 003,185,New Forest,3,F,0.24488103
E02004781,New Forest 003,184,New Forest,3,F,0.00000069
E02004781,New Forest 003,183,New Forest,3,F,0.01636221
E02004781,New Forest 003,182,New Forest,3,F,0.11250441
E02004781,New Forest 003,181,New Forest,3,F,0.16071148
E02004781,New Forest 003,180,New Forest,3,F,0.07860785
E02004781,New Forest 003,178,New Forest,3,F,0.00000022
E02004781,New Forest 003,175,New Forest,3,F,0.00000019
E02004781,New Forest 003,948,New Forest,3,F,0.05210284
E02004781,New Forest 003,912,New Forest,3,F,0.06915399
E02004781,New Forest 003,820,New Forest,3,F,0.00000015
E02004781,New Forest 003,819,New Forest,3,F,0.00000059
E02004782,New Forest 004,276,New Forest,3,F,0.00000069
E02004782,New Forest 004,186,New Forest,3,F,0.00000001
E02004782,New Forest 004,185,New Forest,3,F,0.00000035
E02004782,New Forest 004,184,New Forest,3,F,0.06996570
E02004782,New Forest 004,183,New Forest,3,F,0.00000013
E02004782,New Forest 004,179,New Forest,3,F,0.03664790
E02004782,New Forest 004,178,New Forest,3,F,0.28847697
E02004782,New Forest 004,177,New Forest,3,F,0.06841117
E02004782,New Forest 004,176,New Forest,3,F,0.00000006
E02004782,New Forest 004,175,New Forest,3,F,0.00000015
E02004782,New Forest 004,174,New Forest,3,F,0.08643034
E02004782,New Forest 004,173,New Forest,3,F,0.01440636
E02004782,New Forest 004,172,New Forest,3,F,0.03585497
E02004782,New Forest 004,171,New Forest,3,F,0.30314107
E02004782,New Forest 004,170,New Forest,3,F,0.00000017
E02004782,New Forest 004,168,New Forest,3,F,0.00000007
E02004782,New Forest 004,145,New Forest,3,F,0.00000025
E02004782,New Forest 004,141,New Forest,3,F,0.00000001
E02004782,New Forest 004,914,New Forest,3,F,0.03704371
E02004782,New Forest 004,913,New Forest,3,F,0.05961954
E02004782,New Forest 004,821,New Forest,1,F,0.00000037
E02004783,New Forest 005,182,New Forest,3,F,0.00000031
E02004783,New Forest 005,180,New Forest,3,F,0.15890168
E02004783,New Forest 005,179,New Forest,3,F,0.13003329
E02004783,New Forest 005,177,New Forest,3,F,0.00000056
E02004783,New Forest 005,176,New Forest,3,F,0.20478479
E02004783,New Forest 005,175,New Forest,3,F,0.26033288
E02004783,New Forest 005,174,New Forest,3,F,0.10350886
E02004783,New Forest 005,173,New Forest,3,F,0.14243658
E02004783,New Forest 005,171,New Forest,3,F,0.00000044
E02004783,New Forest 005,821,New Forest,1,F,0.00000008
E02004783,New Forest 005,820,New Forest,3,F,0.00000052
E02004784,New Forest 006,278,New Forest,3,F,0.00000023
E02004784,New Forest 006,277,New Forest,3,F,0.00000010
E02004784,New Forest 006,276,New Forest,3,F,0.00000003
E02004784,New Forest 006,188,New Forest,3,F,0.24142800
E02004784,New Forest 006,187,New Forest,3,F,0.00000005
E02004784,New Forest 006,186,New Forest,3,F,0.00000006
E02004784,New Forest 006,185,New Forest,3,F,0.00000002
E02004784,New Forest 006,181,New Forest,3,F,0.00000008
E02004784,New Forest 006,180,New Forest,3,F,0.00000004
E02004784,New Forest 006,175,New Forest,3,F,0.00000004
E02004784,New Forest 006,948,New Forest,3,F,0.00381024
E02004784,New Forest 006,947,New Forest,3,F,0.02833181
E02004784,New Forest 006,912,New Forest,3,F,0.01330557
E02004784,New Forest 006,821,New Forest,1,F,0.00000099
E02004784,New Forest 006,820,New Forest,3,F,0.13103607
E02004784,New Forest 006,819,New Forest,3,F,0.23036185
E02004784,New Forest 006,818,New Forest,3,F,0.00000028
E02004784,New Forest 006,817,New Forest,3,F,0.35172444
E02004784,New Forest 006,816,New Forest,3,F,0.00000010
E02004785,New Forest 007,278,New Forest,3,F,0.00000004
E02004785,New Forest 007,188,New Forest,3,F,0.00000006
E02004785,New Forest 007,854,New Forest,11,B,0.00000005
E02004785,New Forest 007,848,New Forest,11,B,0.00000018
E02004785,New Forest 007,846,New Forest,12,B,0.00000005
E02004785,New Forest 007,823,New Forest,1,F,0.00000010
E02004785,New Forest 007,822,New Forest,3,F,0.16158002
E02004785,New Forest 007,821,New Forest,1,F,0.00000018
E02004785,New Forest 007,818,New Forest,3,F,0.01977210
E02004785,New Forest 007,817,New Forest,3,F,0.75766265
E02004785,New Forest 007,816,New Forest,3,F,0.06098446
E02004785,New Forest 007,815,New Forest,3,F,0.00000011
E02004786,New Forest 008,171,New Forest,3,F,0.00000011
E02004786,New Forest 008,170,New Forest,3,F,0.06167256
E02004786,New Forest 008,169,New Forest,3,F,0.09000050
E02004786,New Forest 008,168,New Forest,3,F,0.31815054
E02004786,New Forest 008,167,New Forest,3,F,0.39598933
E02004786,New Forest 008,166,New Forest,3,F,0.00375795
E02004786,New Forest 008,164,New Forest,3,F,0.00000001
E02004786,New Forest 008,162,New Forest,3,F,0.00000037
E02004786,New Forest 008,950,New Forest,3,F,0.06346991
E02004786,New Forest 008,949,New Forest,3,F,0.00937414
E02004786,New Forest 008,916,New Forest,3,F,0.01134641
E02004786,New Forest 008,915,New Forest,3,F,0.00578077
E02004786,New Forest 008,914,New Forest,3,F,0.04045691
E02004786,New Forest 008,821,New Forest,1,F,0.00000051
E02004787,New Forest 009,167,New Forest,3,F,0.00000168
E02004787,New Forest 009,166,New Forest,3,F,0.18625538
E02004787,New Forest 009,165,New Forest,3,F,0.04350777
E02004787,New Forest 009,164,New Forest,3,F,0.19222445
E02004787,New Forest 009,163,New Forest,3,F,0.09386323
E02004787,New Forest 009,162,New Forest,3,F,0.43397088
E02004787,New Forest 009,161,New Forest,3,F,0.00000007
E02004787,New Forest 009,916,New Forest,3,F,0.05017622
E02004787,New Forest 009,821,New Forest,1,F,0.00000031
E02004788,New Forest 010,854,New Forest,11,B,0.11776855
E02004788,New Forest 010,849,New Forest,11,B,0.00003903
E02004788,New Forest 010,848,New Forest,11,B,0.88219222
E02004788,New Forest 010,817,New Forest,3,F,0.00000020
E02004789,New Forest 011,166,New Forest,3,F,0.00000036
E02004789,New Forest 011,165,New Forest,3,F,0.35810089
E02004789,New Forest 011,164,New Forest,3,F,0.00000016
E02004789,New Forest 011,163,New Forest,3,F,0.11464290
E02004789,New Forest 011,162,New Forest,3,F,0.05127415
E02004789,New Forest 011,161,New Forest,3,F,0.29480911
E02004789,New Forest 011,160,New Forest,3,F,0.18117077
E02004789,New Forest 011,159,New Forest,3,F,0.00000031
E02004789,New Forest 011,158,New Forest,3,F,0.00000064
E02004789,New Forest 011,821,New Forest,1,F,0.00000073
E02004790,New Forest 012,854,New Forest,11,B,0.99999923
E02004790,New Forest 012,849,New Forest,11,B,0.00000077
E02004791,New Forest 013,159,New Forest,3,F,0.99999776
E02004791,New Forest 013,158,New Forest,3,F,0.00000119
E02004791,New Forest 013,157,New Forest,3,F,0.00000017
E02004791,New Forest 013,821,New Forest,1,F,0.00000088
E02004792,New Forest 014,161,New Forest,3,F,0.00000012
E02004792,New Forest 014,160,New Forest,3,F,0.00000003
E02004792,New Forest 014,159,New Forest,3,F,0.11771772
E02004792,New Forest 014,158,New Forest,3,F,0.31634890
E02004792,New Forest 014,157,New Forest,3,F,0.12798562
E02004792,New Forest 014,156,New Forest,3,F,0.42480540
E02004792,New Forest 014,917,New Forest,3,F,0.01314177
E02004792,New Forest 014,828,New Forest,1,F,0.00000023
E02004792,New Forest 014,821,New Forest,1,F,0.00000021
E02004793,New Forest 015,854,New Forest,11,B,0.00000016
E02004793,New Forest 015,828,New Forest,1,F,0.00000003
E02004793,New Forest 015,827,New Forest,1,F,0.05495119
E02004793,New Forest 015,826,New Forest,1,F,0.20085690
E02004793,New Forest 015,825,New Forest,1,F,0.00000009
E02004793,New Forest 015,824,New Forest,1,F,0.00000010
E02004793,New Forest 015,823,New Forest,1,F,0.74419128
E02004793,New Forest 015,822,New Forest,3,F,0.00000009
E02004793,New Forest 015,821,New Forest,1,F,0.00000011
E02004793,New Forest 015,817,New Forest,3,F,0.00000006
E02004794,New Forest 016,854,New Forest,11,B,0.99999936
E02004794,New Forest 016,853,New Forest,11,B,0.00000018
E02004794,New Forest 016,852,New Forest,11,B,0.00000010
E02004794,New Forest 016,849,New Forest,11,B,0.00000002
E02004794,New Forest 016,848,New Forest,11,B,0.00000005
E02004794,New Forest 016,824,New Forest,1,F,0.00000012
E02004794,New Forest 016,823,New Forest,1,F,0.00000012
E02004794,New Forest 016,817,New Forest,3,F,0.00000006
E02004795,New Forest 017,175,New Forest,3,F,0.00000000
E02004795,New Forest 017,174,New Forest,3,F,0.00000001
E02004795,New Forest 017,171,New Forest,3,F,0.00000001
E02004795,New Forest 017,168,New Forest,3,F,0.00000004
E02004795,New Forest 017,167,New Forest,3,F,0.00000001
E02004795,New Forest 017,166,New Forest,3,F,0.00000001
E02004795,New Forest 017,165,New Forest,3,F,0.00000001
E02004795,New Forest 017,160,New Forest,3,F,0.00000001
E02004795,New Forest 017,159,New Forest,3,F,0.00000005
E02004795,New Forest 017,157,New Forest,3,F,0.00000003
E02004795,New Forest 017,156,New Forest,3,F,0.00000001
E02004795,New Forest 017,828,New Forest,1,F,0.37626029
E02004795,New Forest 017,827,New Forest,1,F,0.14182389
E02004795,New Forest 017,823,New Forest,1,F,0.00000009
E02004795,New Forest 017,822,New Forest,3,F,0.00000010
E02004795,New Forest 017,821,New Forest,1,F,0.48191510
E02004795,New Forest 017,820,New Forest,3,F,0.00000028
E02004795,New Forest 017,819,New Forest,3,F,0.00000001
E02004795,New Forest 017,817,New Forest,3,F,0.00000006
E02004796,New Forest 018,854,New Forest,11,B,0.00000046
E02004796,New Forest 018,827,New Forest,1,F,0.00000036
E02004796,New Forest 018,826,New Forest,1,F,0.00000032
E02004796,New Forest 018,825,New Forest,1,F,0.53251909
E02004796,New Forest 018,824,New Forest,1,F,0.46747954
E02004796,New Forest 018,823,New Forest,1,F,0.00000024
E02004797,New Forest 019,827,New Forest,1,F,0.99999898
E02004797,New Forest 019,826,New Forest,1,F,0.00000037
E02004797,New Forest 019,825,New Forest,1,F,0.00000065
E02004798,New Forest 020,854,New Forest,11,B,0.00000001
E02004798,New Forest 020,853,New Forest,11,B,0.00000053
E02004798,New Forest 020,825,New Forest,1,F,0.00000025
E02004798,New Forest 020,824,New Forest,1,F,0.99999922
E02004799,New Forest 021,825,New Forest,1,F,0.00000073
E02004799,New Forest 021,824,New Forest,1,F,0.99999927
E02004800,New Forest 022,853,New Forest,11,B,0.00000016
E02004800,New Forest 022,825,New Forest,1,F,0.00000062
E02004800,New Forest 022,824,New Forest,1,F,0.99999922
E02004801,New Forest 023,827,New Forest,1,F,0.35491569
E02004801,New Forest 023,825,New Forest,1,F,0.64508413
E02004801,New Forest 023,824,New Forest,1,F,0.00000017
E02004814,Test Valley 001,843,Test Valley,12,B,0.99999538
E02004814,Test Valley 001,842,Test Valley,5,B,0.00000030
E02004815,Test Valley 002,843,Test Valley,12,B,1.00000000
E02004816,Test Valley 003,843,Test Valley,12,B,0.99999894
E02004816,Test Valley 003,842,Test Valley,5,B,0.00000044
E02004816,Test Valley 003,808,Test Valley,8,F,0.00000029
E02004816,Test Valley 003,807,Test Valley,3,F,0.00000033
E02004817,Test Valley 004,843,Test Valley,12,B,1.00000000
E02004818,Test Valley 005,843,Test Valley,12,B,0.56307885
E02004818,Test Valley 005,809,Test Valley,8,F,0.00000003
E02004818,Test Valley 005,808,Test Valley,8,F,0.43692097
E02004819,Test Valley 006,843,Test Valley,12,B,0.99999968
E02004819,Test Valley 006,808,Test Valley,8,F,0.00000032
E02004820,Test Valley 007,844,Test Valley,12,B,0.00000014
E02004820,Test Valley 007,843,Test Valley,12,B,0.38573201
E02004820,Test Valley 007,809,Test Valley,8,F,0.00000014
E02004820,Test Valley 007,808,Test Valley,8,F,0.61426523
E02004821,Test Valley 008,426,Test Valley,3,F,0.00000003
E02004821,Test Valley 008,420,Test Valley,3,F,0.00000007
E02004821,Test Valley 008,415,Test Valley,3,F,0.00000001
E02004821,Test Valley 008,843,Test Valley,12,B,0.00000013
E02004821,Test Valley 008,842,Test Valley,5,B,0.00000018
E02004821,Test Valley 008,811,Test Valley,3,F,0.00000014
E02004821,Test Valley 008,810,Test Valley,8,F,0.24841085
E02004821,Test Valley 008,809,Test Valley,8,F,0.00000002
E02004821,Test Valley 008,808,Test Valley,8,F,0.17886356
E02004821,Test Valley 008,807,Test Valley,3,F,0.57272502
E02004822,Test Valley 009,436,Test Valley,3,F,0.00000003
E02004822,Test Valley 009,426,Test Valley,3,F,0.00000395
E02004822,Test Valley 009,285,Test Valley,3,F,0.00000001
E02004822,Test Valley 009,268,Test Valley,3,F,0.00000003
E02004822,Test Valley 009,267,Test Valley,3,F,0.00000035
E02004822,Test Valley 009,846,Test Valley,12,B,0.00000012
E02004822,Test Valley 009,844,Test Valley,12,B,0.00000000
E02004822,Test Valley 009,814,Test Valley,3,F,0.00000010
E02004822,Test Valley 009,813,Test Valley,3,F,0.06403218
E02004822,Test Valley 009,812,Test Valley,8,F,0.27945263
E02004822,Test Valley 009,811,Test Valley,3,F,0.23929712
E02004822,Test Valley 009,810,Test Valley,8,F,0.16398052
