Zone,Area,Zone_type,LAD,ZonG,Core,D30_Districts ID
306,2,F,Fareham,-110,Core,3
307,2,F,Fareham,-110,Core,3
308,2,F,Fareham,-110,Core,3
309,2,F,Fareham,-110,Core,3
310,2,F,Fareham,-110,Core,3
311,2,F,Fareham,-110,Core,3
312,2,F,Fareham,-110,Core,3
313,2,F,Fareham,-110,Core,3
314,2,F,Fareham,-110,Core,3
315,2,F,Fareham,-110,Core,3
316,2,F,Fareham,-110,Core,3
317,2,F,Fareham,-110,Core,3
318,2,F,Fareham,-110,Core,3
319,2,F,Fareham,-110,Core,3
320,2,F,Fareham,-110,Core,3
321,2,F,Fareham,-110,Core,3
322,2,F,Fareham,-110,Core,3
323,2,F,Fareham,-110,Core,3
324,2,F,Fareham,-110,Core,3
325,2,F,Fareham,-110,Core,3
326,2,F,Fareham,-110,Core,3
327,2,F,Fareham,-110,Core,3
328,2,F,Fareham,-110,Core,3
329,2,F,Fareham,-110,Core,3
330,2,F,Fareham,-110,Core,3
331,2,F,Fareham,-110,Core,3
332,2,F,Fareham,-110,Core,3
333,2,F,Fareham,-110,Core,3
334,2,F,Fareham,-110,Core,3
335,2,F,Fareham,-110,Core,3
336,2,F,Fareham,-110,Core,3
337,2,F,Fareham,-110,Core,3
338,2,F,Fareham,-110,Core,3
339,2,F,Fareham,-110,Core,3
340,2,F,Fareham,-110,Core,3
341,2,F,Fareham,-110,Core,3
342,2,F,Fareham,-110,Core,3
343,2,F,Fareham,-110,Core,3
344,2,F,Fareham,-110,Core,3
345,2,F,Fareham,-110,Core,3
346,2,F,Fareham,-110,Core,3
347,2,F,Fareham,-110,Core,3
348,2,F,Fareham,-110,Core,3
349,2,F,Fareham,-110,Core,3
350,2,F,Fareham,-110,Core,3
351,2,F,Fareham,-110,Core,3
352,2,F,Fareham,-110,Core,3
353,2,F,Fareham,-110,Core,3
354,2,F,Fareham,-110,Core,3
355,2,F,Fareham,-110,Core,3
356,2,F,Fareham,-110,Core,3
357,2,F,Fareham,-110,Core,3
358,2,F,Fareham,-110,Core,3
359,2,F,Fareham,-110,Core,3
360,2,F,Fareham,-110,Core,3
361,2,F,Fareham,-110,Core,3
362,2,F,Fareham,-110,Core,3
363,2,F,Fareham,-110,Core,3
364,2,F,Fareham,-110,Core,3
365,2,F,Fareham,-110,Core,3
366,2,F,Fareham,-110,Core,3
367,3,F,Winchester,-114,Core,8
368,3,F,Winchester,-114,Core,8
369,2,F,Winchester,-114,Core,8
370,2,F,Winchester,-114,Core,8
371,2,F,Winchester,-114,Core,8
372,2,F,Winchester,-114,Core,8
373,2,F,Winchester,-114,Core,8
374,2,F,Winchester,-114,Core,8
375,2,F,Winchester,-114,Core,8
376,2,F,Winchester,-114,Core,8
377,2,F,Winchester,-114,Core,8
378,2,F,Winchester,-114,Core,8
379,2,F,Winchester,-114,Core,8
380,2,F,Winchester,-114,Core,8
