District,Population,2019,2026,2031,2036,2046
7,HHs,55.961346420001064,377.97126451999793,730.1513476900036,1132.3612646599977,2096.079722359991
7,jobs,136.70167629600473,138.88079542999185,542.2847701099927,1002.9572694299932,2173.9298649399934
7,workers,96.98517353400894,188.540890150005,602.3025612299934,1128.5730558600044,2244.276908560001
8,under16,83.2115127239922,766.8188752400238,1491.5437813499957,2188.0442966200026,3272.979747810001
8,16-74,153.8250299099891,1373.9123686299718,2620.887841279953,3973.9589430000487,7262.111728489908
8,75+,22.617162029999236,146.91788509999424,301.8365785299902,528.8798563300006,1267.98765196999
8,HHs,113.77003431600315,983.0920671699932,1916.1882784299814,2937.185047250008,5302.993404239991
8,jobs,479.96771906393406,492.74358491001476,1915.6499802199833,3542.1340020400385,7690.266159269973
8,workers,216.96799680598633,629.8079069699743,1793.627061130006,3141.5217680299975,5946.244734869986
5,under16,70.79330506199403,747.928410720011,1503.8546569499995,2254.7806259199933,3443.6615801799962
5,16-74,99.59127258598164,1086.8995361499838,2187.7947453600354,3497.6671277100104,6891.3298376200255
5,75+,21.598201427996173,118.98968917000093,253.9776840300001,463.95767030999195,1260.8776096399997
5,HHs,92.99157139200543,894.9148385800363,1803.8262693999786,2858.721963880016,5410.46718937
5,jobs,329.9670531120064,334.9664873199872,1306.869426829995,2418.756970909977,5245.473287560017
5,workers,193.18117609200272,418.9645241499602,1471.8638364299914,2882.7140022299864,5821.422895409996
3,under16,61.8344593680049,679.3427730399999,1352.7051470200095,2015.0906684699949,3060.6764014100045
3,16-74,78.03218773796107,1033.3413098700257,2094.816367950014,3322.477971290049,6378.235477429975
3,75+,21.600074208005026,137.98828918001345,290.9977428500097,511.0388089699991,1272.2513778799912
3,HHs,79.84265223595139,856.3588179600192,1727.7552935300264,2715.2306098800036,5045.445061879967
3,jobs,359.7429007620158,364.352038439989,1426.3415092099458,2642.484626690006,5732.3872029499835
3,workers,165.67644979795296,386.03433024999686,1473.5034837800195,2807.252164040001,5487.765924429994
6,under16,34.288485623999804,367.1717026899987,733.3434068899987,1090.2282404899997,1644.5636167699995
