District,Population,2019,2026,2031,2036,2046
20,under16,12476.678941302001,12615.41573021,12567.40152195,12860.03710555,13868.336563
20,16-74,47345.852934692,47588.560289580004,48353.97761982,48645.01687412,48928.481591150005
20,75+,6394.9874342640005,8448.37721491,9297.832309180001,10395.989133070001,12997.95509828
20,HHs,27712.354383637998,29105.197701650002,30311.08213674,31536.953199259995,34108.44886626
20,jobs,33758.36478688801,34904.880894890004,36031.7404947,37016.44392734,38880.681757
20,workers,33489.4073338,34054.09145568,34645.14552038,35113.84720650999,37506.4448634
27,under16,35748.39097416,35345.99088082,34374.99102814001,34728.99077511,37229.98983716
27,16-74,127556.16296182998,129790.96147422999,132178.96006555003,132757.95958032,132720.95941616
27,75+,13325.793141947997,17232.99141216,18628.99095223,20586.99011911,25549.988006210002
27,HHs,74069.978383796,77288.97720710999,79841.97633676,82339.97551565,87712.97380415001
27,jobs,100358.99977294201,104048.99991257,107413.99990697001,110339.99991109001,115897.99990987
27,workers,94243.574779122,96844.97330259,98550.97234134,99698.97152758001,105234.96923439996
22,under16,10226.340792906001,10568.782609450001,10574.349238810002,10816.519097179998,11695.123780949998
22,16-74,36569.931867153995,37192.04537385001,38182.03780318,38842.90220854999,39722.005728640004
22,75+,4585.410245792,5951.79467581,6458.73423028,7132.942501909999,8982.36992187
22,HHs,21662.769373717998,22916.02554946,23985.536983770002,25074.509092019995,27330.42582306
22,jobs,29484.094360356004,30421.36168742,31405.969043890007,32261.027892560007,33887.28266641
22,workers,26469.536023483997,27465.565930219997,28258.31147115,28928.48665366,31275.299093949998
29,under16,22816.9906981,23183.990361410004,22947.99046996,23284.9903657,25025.989726880005
29,16-74,88242.164054124,91460.96272861,94266.9615266,95632.96101486002,96394.961261
29,75+,13531.394867554001,17250.99368694,18999.99308675,21222.99226228,26741.99027599
29,HHs,53229.18047175401,56882.97918532001,59529.97833729,62043.97754356,66991.97605108
29,jobs,72717.77157795601,76252.97033740999,78705.96944022001,80837.96866017999,84889.96718693001
29,workers,62009.974466336,65291.97304709999,67371.97222035,69141.97141778,72857.97028876
21,under16,5649.9936615960005,5493.79946705,5367.804028529999,5427.801842880001,5746.79016664
21,16-74,23247.948080474,22921.161231719998,22902.16291629,22732.169622329995,22264.1881757
21,75+,4174.2393074599995,5205.79956768,5630.78333314,6129.764341400001,7468.713509269999
21,HHs,14282.277823565999,14680.463797419998,15065.450165850001,15468.435827869998,16374.403513419998
21,jobs,18027.848834857996,18631.43053131,19232.412202519998,19754.3963275,20747.366146379994
21,workers,15117.042274289997,15387.43313352,15509.429166270002,15552.427697419998,16176.405576520003
26,under16,13978.871656,14303.265672240002,14058.25938268,14157.26226577,14973.27941465
26,16-74,61408.522420784,61830.12427968001,63411.135556889996,63942.13548930999,63370.11289746001
26,75+,13581.991887182003,16435.238119110003,17335.2586931,18685.282093620004,22767.344491560005
26,HHs,39250.250820733985,41236.67295633002,42829.692613249994,44334.712132,47348.75363140999
26,jobs,39013.627039048006,40748.64709844001,42066.66782904,43212.68585020001,45389.72005327999
26,workers,39131.311975558005,40575.73344892001,41660.745315689994,42575.750735259986,44737.78416349
24,under16,27069.961619047994,27280.963383029997,26679.96291561,26850.961643500003,28603.957674130004
24,16-74,107984.25604196201,111086.84832191002,114232.84246697997,115617.83876026,115513.84444050999
24,75+,16196.984674409998,19805.980015639998,21483.976688320003,23472.97486035,29109.96907807
24,HHs,66762.36228166001,70532.95889761999,73469.95615756,76151.95370261002,81306.94930599001
24,jobs,89852.36227222202,93962.96204991,96999.96094470001,99643.95991387,104662.95799951999
24,workers,72429.723025494,75863.91598748999,78522.91356323997,80680.91503516,84573.90934227
23,under16,32298.958283830005,33477.95581195999,31953.95857722,31746.959270249998,33592.957071029996
23,16-74,140640.428609562,144944.82071122,149996.81286733996,151845.80964961002,151933.80798728997
23,75+,16378.581162967997,19285.97906249,20587.977988460007,22751.975236199996,28444.968642839995
23,HHs,87070.48316885001,91618.87739986001,94993.87332689,97960.86990894002,103504.86377889998
23,jobs,94000.54835101,98868.94598518999,102063.94423103998,104845.94271410999,110129.93984024
23,workers,91750.69028970998,96085.88394136999,100035.87754660001,103627.87131549,108586.86436965001
25,under16,7888.60579161,7654.006292620001,7364.00594814,7379.00583789,7772.00613333
25,16-74,34271.612407762,35442.01263081,36772.012660240005,37275.01268963,37180.01288509
25,75+,7817.999011726,9388.998750519999,9953.99871846,10827.998678840002,13366.998401620001
25,HHs,23025.605928312005,24393.006022829995,25469.006066230002,26464.006076970003,28392.006082580003
25,jobs,23517.201159924003,24535.001617390004,25327.001669719997,26019.001714969996,27329.00180305
25,workers,21150.809851168004,22499.010033149996,23411.01029946,24150.01061004,25453.010994829998
30,under16,0.0,0.0,0.0,0.0,0.0
30,16-74,0.0,0.0,0.0,0.0,0.0
30,75+,0.0,0.0,0.0,0.0,0.0
30,HHs,0.0,0.0,0.0,0.0,0.0
30,jobs,0.0,0.0,0.0,0.0,0.0
30,workers,0.0,0.0,0.0,0.0,0.0
