District,CarOwnership,2019,2026,2031,2036,2046
10,no_car,41.99770837201868,150.99074126001506,249.98518530000365,367.9760512899993,589.9614745900071
10,1_car,6.5999954040307784,32.00171394999779,76.000066720022,127.99819919002039,285.9928224700343
10,2_cars,-33.597779363983136,-147.99268616001063,-260.9870099700056,-390.9797043199942,-694.9633522099793
10,3+_cars,-12.599930850000419,-33.998255570002584,-61.99802105999879,-101.9946525300038,-183.9909384900002
2,no_car,7.559189957998569,31.012715329999992,49.225552109999626,69.61906678000105,119.65239521999865
2,1_car,14.282710409999709,55.411549749991536,96.82297362001555,140.0487370999981,240.46767241998896
2,2_cars,-15.845933598004194,-66.81233756999427,-109.82932382000945,-160.6449036199956,-273.06894449999527
2,3+_cars,-4.6867780499997025,-16.80258491999757,-29.414347919995635,-45.02333463999821,-82.05810324999584
9,no_car,35.99356822801201,128.97833279000406,209.9670790900018,311.94525977000376,508.90154541001175
9,1_car,0.5937070560175925,14.979022299979988,41.95773629998439,73.94770455999242,188.88331486002426
9,2_cars,-28.187183603999074,-117.96791863999897,-204.93538452999928,-308.90314995999506,-562.838528329994
9,3+_cars,-7.793523708000976,-22.000229399999625,-47.978487030001816,-72.97886801999539,-136.95758372999808
7,no_car,1.8001370460001453,6.000567080000565,11.000936760000513,14.449023999999554,22.002388800000062
7,1_car,3.60002283599988,16.8955271800005,29.895709009999337,39.34374831000059,68.23967850999725
7,2_cars,-3.60020256000098,-17.448201610002798,-27.89635855999859,-41.896874139999454,-69.79352148999988
7,3+_cars,-1.8000684419989739,-3.4477098699994713,-8.447927919999984,-12.895821929999784,-23.896215360000042
8,no_car,6.621567330001199,24.00331197000014,40.036266450004405,59.24375416999737,93.11449381999864
8,1_car,8.419319009997707,31.262609390014404,49.694619069996406,75.960158519978,130.25802166000358
8,2_cars,-11.540573957991,-42.26825541001381,-73.50005186999806,-102.53453941000043,-173.03782806999334
8,3+_cars,-3.0193296839979666,-11.202351630000521,-19.234950880002543,-27.267753610006366,-51.500240510005824
