District,CarOwnership,2019,2026,2031,2036,2046
10,no_car,-522.568508717497,16.001517306864116,88.997827823634,78.99967300005301,322.99062228522234
10,1_car,120.58503664494492,751.9562387045808,1498.915824763404,2327.8681480235027,4189.765681501762
10,2_cars,431.37918221587825,720.9670561275852,1408.9359425433177,2284.8937222461755,4305.796388730847
10,3+_cars,191.39427566135237,211.99408260594282,421.98493067722757,729.9735670779482,1433.9455151125549
2,no_car,-105.16577638399758,35.806909827293566,84.82687564993284,122.62318818409949,261.6709910429281
2,1_car,-45.72317187375302,423.9558200670217,805.7105525057559,1215.2924000683088,2170.878854708335
2,2_cars,209.93306420429872,585.2386274754354,1104.4420654242786,1711.8684120408034,3070.9539297061237
2,3+_cars,112.37622736263802,167.52085800910936,343.24579817400536,570.1962538391799,1123.7814149019414
9,no_car,-521.249653402585,-81.92336201440412,-50.912714852034696,-73.87948736321414,163.1207486625426
9,1_car,119.41809854767052,487.87131568585755,1012.7313732155962,1630.5907456545901,3042.2237359052015
9,2_cars,359.87055453406356,508.78663708776,1008.5946277216281,1659.3487232783446,3172.792518663933
9,3+_cars,148.14234988515,140.9254330258309,280.86219287569656,486.7558493040233,962.4899554049634
7,no_car,-26.939028068210973,13.895292383901051,27.238687344440223,37.58172460743481,84.26831705785708
7,1_car,-19.405056746693845,122.16626837576587,235.88444425415037,354.05033594608904,646.9644393082181
7,2_cars,61.88175566661539,186.74646933391705,350.14970737662134,535.4492248717243,956.4963368605504
7,3+_cars,40.09221415422144,61.16314707439142,119.32619549823494,204.72764966677323,408.35050732986383
8,no_car,-101.15156683592613,45.823691354047696,88.67959373395661,114.50731936044576,229.4900867370361
8,1_car,-28.748399832453288,336.87303361327577,648.878158650612,982.4084317501729,1738.7524320749872
8,2_cars,144.35806475660502,431.81820693657573,821.4782752920873,1257.2732878646366,2197.7679182802385
8,3+_cars,99.09122825744271,169.5708950082435,353.1483500759332,588.9918170603378,1138.181211215483
5,no_car,-194.97839277180174,-4.998740857334269,12.000662596923576,7.001245525905688,107.9899310103574
5,1_car,-10.798336006460886,351.96515020200604,688.932602150242,1066.896178438954,1943.8079897007592
5,2_cars,196.17899741055044,425.95816696899783,831.9170560929306,1321.866970882391,2445.7490689880797
5,3+_cars,104.38945167331985,128.98911139735355,267.9763457221861,461.95835781740425,914.9199612938055
3,no_car,-109.95199266071359,11.923849816381335,38.91340410883549,65.88068509199184,175.88156857978174
3,1_car,-70.21680772058244,279.13733306194626,558.2855866011887,855.4323340804003,1574.8140163003845
3,2_cars,160.33382734663974,437.2198545834581,844.4179503943051,1314.6703440981946,2371.243280210696
3,3+_cars,97.85809494120804,130.07603778553312,282.1391356400736,476.2473950603644,927.5170346571576
6,no_car,-66.9442205995988,-5.713120395041642,2.5737523307893753,3.1475047859894403,52.581859729868484
6,1_car,-52.6327152789072,127.00807213128246,256.0161407777814,392.8848367741757,746.4828112971209
6,2_cars,99.26057318100356,220.30301815418352,430.3191653300437,677.6221636724531,1242.2362606288425
6,3+_cars,58.3769735441856,67.58184959368009,150.16369145260705,263.3192674814072,516.6385426637216
4,no_car,-154.80224896147865,-42.00009440668691,-51.00017932153696,-73.99987581021105,-27.999140667830943
4,1_car,-14.398941616102093,171.0041539856138,353.0082082081317,557.013192047576,1046.0230896169378
4,2_cars,147.0010843155669,236.00353762271334,458.0063138362784,734.0098642645662,1369.0174432522927
4,3+_cars,62.401162731727254,60.00200998730679,127.00407323452191,217.0065207022476,418.0118921488047
1,no_car,-6.501462455912588,4.965013744364114,10.896097636351215,17.861223170177936,39.656154658783635
1,1_car,-11.917358007331131,46.4881674557646,88.04483021031001,138.46461765909498,251.23705611580272
1,2_cars,23.755418263157935,85.10746808248678,155.38941843867588,235.5341506755194,412.72592364529055
1,3+_cars,21.37308275851001,36.585052833325335,73.1709462722963,117.68762090132236,236.3747016679133
17,no_car,-258.0000000433156,-54.000000000962245,-67.9999999979118,-111.99999999989086,-69.99999998878047
17,1_car,-6.599999979192944,383.0000000624823,744.0000001217704,1127.0000001897315,2040.0000003511668
17,2_cars,226.2000000256212,418.00000003697824,812.0000000733817,1281.0000001205044,2338.000000226726
17,3+_cars,123.00000000811906,157.0000000062755,334.0000000101918,581.0000000179307,1124.0000000344608
15,no_car,-130.92591057938807,38.3566512579946,81.06994648067848,101.42659111207195,197.56647335448997
15,1_car,-2.6978992960175674,325.77630355946167,630.8393109356766,945.902325285686,1670.881533646003
15,2_cars,138.59583645136263,351.2728044603937,677.7623745124329,1054.0351849031322,1911.294090783158
15,3+_cars,75.16785656066622,115.92310817363523,236.55950906216458,405.26584530018954,760.7484566100629
16,no_car,-132.2870255703483,15.792847590731071,33.79285650289512,33.000021689867935,114.96426527114272
16,1_car,-12.827131172794907,311.0283192125207,588.4709528004969,884.4992740716225,1581.313007033561
16,2_cars,149.43845338544088,356.9925686457027,681.8137542728509,1054.8063252256197,1883.9628790589668
16,3+_cars,94.38419858641919,134.5141544148364,287.8211519691531,488.29953730813395,940.8062245274514
11,no_car,-26.99999404567984,8.013074700145808,15.6235346924841,23.23399504847839,52.66275784686127
11,1_car,-8.40784478191381,88.45490441688071,167.70196569753716,254.7542538487487,463.0797498996408
11,2_cars,40.69097645875718,123.8967437879055,229.7804134097605,348.0666963783124,607.6523358011382
