District,Sum of 2019,Sum of 2026,Sum of 2031,Sum of 2036,Sum of 2046
1,5.337914662402454,27.654796162745697,58.31062642836332,103.82958175029125,260.2160531605268
2,27.847232249308945,152.8387499807268,299.5005640800191,505.3893148766292,1236.345547021141
3,21.600074109890556,137.98828860924368,290.99774162723406,511.0388068371103,1272.2513723883021
4,7.800142527974458,43.00088762078303,100.00174568193142,212.0035021370677,631.0098276804201
5,21.598201450364286,118.98968928689101,253.97768422467925,463.95767067244014,1260.8776107640333
6,14.744242138764093,106.00806611366897,220.01612600499539,384.45853925080155,893.5070312219977
7,10.405862525232806,53.58191368260941,103.16403363368954,183.5369782756179,478.13275425333086
8,22.617162031423504,146.91788494817592,301.83657832333665,528.8798560128307,1267.9876516065015
9,5.40027752495007,-2.9872665867314936,49.00371884803462,201.96232174564648,860.7535834664268
10,15.598900239145223,46.996688895786065,125.99129716831521,318.98217561328056,1056.94392270971
11,7.807844449753247,42.844453179661286,85.2862912573728,154.9490456393214,405.9503725123004
12,16.455755554139614,89.9919134484553,185.98383338185158,356.5413916058169,949.4928189250786
13,6.148479007963033,34.292433854938736,67.53368490604407,118.0628317982164,294.66529770436773
14,2.6379901409134163,21.385475978214345,43.77095142796907,76.15084203136985,187.4804546227765
15,19.841965283865648,174.92312043923266,350.2028836503123,582.5525889914097,1342.7415817636538
16,23.027123814648803,151.7213095024781,313.2354681793695,550.2995441582498,1376.834557848797
17,27.00000000289947,177.00000002117667,385.0000000467044,695.0000000836226,1842.0000002039524
18,18.558028143490446,140.0768137682062,285.79698486903,479.44720760391465,1119.258025279105
19,5.772882190242399,40.27871588491007,80.764588840349,138.70055951451695,332.16573364801025
20,17.392221994898136,99.15592326256774,191.7144648778485,335.05231280274165,807.0529336472755
21,5.999802568398081,42.998472579800364,89.99687005033411,159.99435598680793,391.9858738973362
22,11.645697179365015,69.12610142646099,133.30339536565407,227.40207057794487,555.2063253165961
23,20.39998284903595,103.00009404518642,256.00007870217087,514.9999234608367,1419.999257641859
24,22.80003396792563,168.99993807093415,370.999862787281,654.9998423473044,1618.9994330009831
25,12.599995564061828,90.99995856924215,186.9999257294894,323.9998939816196,768.9998071379996
26,19.20017087634369,133.00143344795106,276.003069125396,491.00566591938696,1220.014961291141
27,28.799994163042356,163.99999205912172,330.99996138065035,571.9999153228418,1396.9997248171385
28,14.999988561145074,46.99995599684553,110.99990889633045,248.99980004735698,849.9993608089571
29,24.59999168716604,114.00000767011807,244.00000330054536,451.9999832620524,1233.9998438650582
30,0.0,0.0,0.0,0.0,0.0
