District,Sum of 2019,Sum of 2026,Sum of 2031,Sum of 2036,Sum of 2046
1,1.7792651075715185,6.9319243501036,9.898405123018165,16.830328345392445,25.729361372970743
2,14.28271025558206,55.411549084346916,96.822972490354,140.04873544285874,240.46766964169365
3,11.406553924705804,44.02250959088269,77.0448009622014,116.05553191201034,189.12287439703505
4,3.6000613378528215,25.99969060102012,47.99978906347678,72.99984098487403,138.99981990963352
5,8.399033712681558,40.99524043343263,67.99135891881087,106.98760063801092,197.97685320530945
6,7.972119843852852,32.5737292153226,53.573717780460356,81.14745023494652,135.1474174442319
7,3.600022811598137,16.89552705611004,29.895708781359644,39.3437480044322,68.23967795874523
8,8.419319012158667,31.262609373494342,49.69461903729098,75.96015850529875,130.25802160677995
9,0.5937071499356534,14.979022620769683,41.95773678777914,73.94770521562168,188.8833155720131
10,6.599995306751225,32.00171362909896,76.00006599493645,127.99819818451215,285.99282051783666
11,2.999999153799763,9.805228655977771,17.207842401971902,23.61045688708873,38.415685088797545
12,6.4278779274700355,22.426264010524392,37.42627168889703,55.85253419381661,88.85255969403443
13,2.092864031181307,9.183248392419046,13.722543697968831,20.68800776918397,36.84746787416043
14,1.2000001618857823,3.7988844147635064,6.39664962692359,9.195533263554807,14.994417718955447
15,5.013986578771437,25.713289640665607,46.42658051265607,65.78322438042596,122.20980554225753
16,5.400002602029417,25.378539528250258,47.17139027917074,65.75708501580084,114.928475654473
17,5.999999998257408,34.99999999652937,63.99999999772626,100.99999999674765,188.9999999996362
18,2.1860140728131228,19.286705610857098,36.573412256740994,53.21676384071907,102.79017403493344
19,1.200000793099207,6.621472525700938,10.828629506337165,13.242948408081702,21.071582301085982
20,5.400024233984368,22.194806511408387,35.79227059028199,57.38969384473967,91.5845419070356
21,2.9998759900545338,11.999584945021525,16.99942773370185,24.99909917889363,38.99865031912486
22,5.1071285303023615,19.92138366958352,34.38207541583506,51.968926281509994,93.91408133981895
23,7.199994273207267,42.99996683432255,76.9999495729935,120.99989816166635,222.9997791136193
24,11.999969439570123,57.99990769708529,103.99976057949607,154.99979618120778,262.99971085423385
25,4.200001218443504,16.000008779374184,31.000016165982743,47.00002345225039,80.00004017672109
26,6.600156442627849,31.000517764976394,50.000822782092655,76.00113988508383,120.00175464673885
27,15.599996854380151,65.99998937928103,110.99997593565058,165.99997332421117,279.999960540732
28,6.599992520674277,23.999975137397996,41.999956465693685,62.99993525247555,125.99986867604093
29,9.59999452359989,44.999974305748765,79.99995608787867,114.99994101417906,192.99989612245554
30,0.0,0.0,0.0,0.0,0.0
